,filename,snr,srmr
0,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/real_rirs_isotropic_noises/RWCP_type1_rir_circle_e1c_imp120.wav,-4.945034203657504,4.220313841956944
1,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/real_rirs_isotropic_noises/RVB2014_type1_noise_mediumroom1_1.wav,-0.38394419751569353,0.8824925402647139
2,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/real_rirs_isotropic_noises/air_type1_air_binaural_aula_carolina_1_5_90_3.wav,-4.357348950904412,1.1227927062494714
3,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/real_rirs_isotropic_noises/RWCP_type4_rir_p90r.wav,-4.332260462304623,7.055641110179087
4,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/real_rirs_isotropic_noises/air_type1_air_binaural_office_0_1.wav,-5.657763386478058,3.174215017925025
5,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/real_rirs_isotropic_noises/RWCP_type4_rir_m50r.wav,-4.68464503564449,7.4435712127679
6,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/real_rirs_isotropic_noises/RWCP_type2_rir_cirline_e2a_imp110.wav,-6.9021199267957085,6.448627922282895
7,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/real_rirs_isotropic_noises/RVB2014_type1_noise_smallroom1_5.wav,-0.676540702240737,1.0463635499939126
8,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/real_rirs_isotropic_noises/air_type1_air_binaural_meeting_0_2.wav,-3.8516367055687537,5.523654585492748
9,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/real_rirs_isotropic_noises/air_type1_air_phone_stairway2_hhp.wav,-3.867659727680208,2.070813717158478
10,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/real_rirs_isotropic_noises/RWCP_type4_rir_000r.wav,-4.122954271746929,7.812283245008312
11,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/real_rirs_isotropic_noises/air_type1_air_binaural_stairway_1_1_30.wav,-4.184326793362173,1.7930489022702703
12,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/real_rirs_isotropic_noises/RWCP_type4_rir_m40r.wav,-4.23570833813786,7.266129183524148
13,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/real_rirs_isotropic_noises/RVB2014_type1_rir_smallroom2_far_anglb.wav,-2.634324971149489,5.7664238125333735
14,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/real_rirs_isotropic_noises/RVB2014_type1_noise_largeroom1_5.wav,-0.465293049184909,0.7941271712217846
15,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/real_rirs_isotropic_noises/RWCP_type2_rir_cirline_jr1_imp070.wav,-5.9116375098860505,3.2341359905366027
16,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/real_rirs_isotropic_noises/air_type1_air_binaural_stairway_1_1_45.wav,-4.168109316497559,2.1217183029330258
17,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/real_rirs_isotropic_noises/air_type1_air_binaural_stairway_1_1_165.wav,-4.745573654937529,2.677591256332899
18,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/real_rirs_isotropic_noises/RVB2014_type1_noise_smallroom2_2.wav,-0.7334987321911655,0.8784083421693526
19,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/real_rirs_isotropic_noises/RVB2014_type1_noise_mediumroom2_10.wav,-1.792741321921073,0.6903517548799143
20,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/real_rirs_isotropic_noises/RVB2014_type1_noise_smallroom1_9.wav,-0.7028535103815926,0.9509003048483293
21,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/real_rirs_isotropic_noises/RWCP_type4_rir_p20r.wav,-4.747998588081215,8.044960262750294
22,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/real_rirs_isotropic_noises/RWCP_type2_rir_cirline_e2a_imp090.wav,-7.243618270565134,7.930712659118646
23,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/real_rirs_isotropic_noises/air_type1_air_phone_kitchen_hhp.wav,-3.5307748720485392,2.980558223079939
24,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/real_rirs_isotropic_noises/air_type1_air_binaural_stairway_1_2_150.wav,-4.407693099001716,2.195710599315904
25,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/real_rirs_isotropic_noises/RWCP_type1_rir_cirline_jr1_imp070.wav,-5.231224288298128,2.603565148971768
26,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/real_rirs_isotropic_noises/RVB2014_type1_noise_largeroom1_10.wav,-0.4295015552638567,0.8122258084309719
27,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/real_rirs_isotropic_noises/RWCP_type1_rir_circle_ane_imp040.wav,-4.357529552287122,8.104465400581786
28,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/real_rirs_isotropic_noises/air_type1_air_binaural_stairway_1_3_165.wav,-4.247482785174892,2.060424887567758
29,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/real_rirs_isotropic_noises/RWCP_type1_rir_cirline_jr1_imp080.wav,-5.8639983353749106,2.3017881615914058
30,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/real_rirs_isotropic_noises/RWCP_type2_rir_cirline_ane_imp070.wav,-6.573703815499892,8.598881391492
