,filename,RT60
0,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/simulated_rirs/largeroom/Room069/Room069-00028.wav,1.2239487174427621
1,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/simulated_rirs/largeroom/Room069/Room069-00048.wav,1.2239487174427621
2,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/simulated_rirs/largeroom/Room069/Room069-00063.wav,1.2239487174427621
3,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/simulated_rirs/largeroom/Room069/Room069-00019.wav,1.2239487174427621
4,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/simulated_rirs/largeroom/Room069/Room069-00088.wav,1.2239487174427621
5,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/simulated_rirs/largeroom/Room069/Room069-00004.wav,1.2239487174427621
6,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/simulated_rirs/largeroom/Room069/Room069-00077.wav,1.2239487174427621
7,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/simulated_rirs/largeroom/Room069/Room069-00038.wav,1.2239487174427621
8,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/simulated_rirs/largeroom/Room069/Room069-00030.wav,1.2239487174427621
9,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/simulated_rirs/largeroom/Room069/Room069-00074.wav,1.2239487174427621
10,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/simulated_rirs/largeroom/Room069/Room069-00098.wav,1.2239487174427621
11,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/simulated_rirs/largeroom/Room069/Room069-00075.wav,1.2239487174427621
12,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/simulated_rirs/largeroom/Room069/Room069-00080.wav,1.2239487174427621
13,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/simulated_rirs/largeroom/Room069/Room069-00009.wav,1.2239487174427621
14,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/simulated_rirs/largeroom/Room069/Room069-00011.wav,1.2239487174427621
15,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/simulated_rirs/largeroom/Room069/Room069-00095.wav,1.2239487174427621
16,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/simulated_rirs/largeroom/Room069/Room069-00060.wav,1.2239487174427621
17,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/simulated_rirs/largeroom/Room069/Room069-00093.wav,1.2239487174427621
18,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/simulated_rirs/largeroom/Room069/Room069-00081.wav,1.2239487174427621
19,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/simulated_rirs/largeroom/Room069/Room069-00040.wav,1.2239487174427621
20,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/simulated_rirs/largeroom/Room069/Room069-00055.wav,1.2239487174427621
21,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/simulated_rirs/largeroom/Room069/Room069-00064.wav,1.2239487174427621
22,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/simulated_rirs/largeroom/Room069/Room069-00049.wav,1.2239487174427621
23,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/simulated_rirs/largeroom/Room069/Room069-00001.wav,1.2239487174427621
24,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/simulated_rirs/largeroom/Room069/Room069-00045.wav,1.2239487174427621
25,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/simulated_rirs/largeroom/Room069/Room069-00027.wav,1.2239487174427621
26,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/simulated_rirs/largeroom/Room069/Room069-00089.wav,1.2239487174427621
27,/ocean/projects/cis220031p/mshah1/audio_robustness_benchmark//RIRS_NOISES/simulated_rirs/largeroom/Room069/Room069-00071.wav,1.2239487174427621
